0.00000000e+000	0.00000000e+000	
8.16803723e+000	1.33882109e+000	
1.63360745e+001	1.28455279e+000	
2.45041117e+001	1.18364291e+000	
3.26721489e+001	1.01150609e+000	
4.08401861e+001	7.03838357e-001	
4.90082234e+001	3.41871303e-001	
5.71762606e+001	-3.57399440e-006	
6.53442978e+001	-3.41689991e-001	
7.35123350e+001	-7.04338641e-001	
8.16803723e+001	-1.01137263e+000	
8.98484095e+001	-1.18306142e+000	
9.80164467e+001	-1.28692207e+000	
1.06184484e+002	-1.34587243e+000	
1.14352521e+002	-1.38684808e+000	
1.22520558e+002	-1.36927996e+000	
1.30688596e+002	-1.33782380e+000	
1.38856633e+002	-1.28502648e+000	
1.47024670e+002	-1.18408366e+000	
1.55192707e+002	-1.01157670e+000	
1.63360745e+002	-7.04201414e-001	
1.71528782e+002	-3.41736467e-001	
1.79696819e+002	1.81774472e-005	
1.87864856e+002	3.41576364e-001	
1.96032893e+002	7.04373239e-001	
2.04200931e+002	1.01108697e+000	
2.12368968e+002	1.18394279e+000	
2.20537005e+002	1.28657414e+000	
2.28705042e+002	1.34502789e+000	
2.36873080e+002	1.38764238e+000	
2.45041117e+002	0.00000000e+000	
