0.00000000e+000	0.00000000e+000	
6.80669769e-001	1.89547643e-001	
1.36133954e+000	1.89787774e-001	
2.04200931e+000	1.69127648e-001	
2.72267908e+000	1.31189506e-001	
3.40334884e+000	1.29936749e-001	
4.08401861e+000	1.55973886e-001	
4.76468838e+000	2.11790299e-001	
5.44535815e+000	3.01952192e-001	
6.12602792e+000	5.05809779e-001	
6.80669769e+000	5.93581751e-001	
7.48736746e+000	5.93021904e-001	
8.16803723e+000	5.93237751e-001	
8.84870700e+000	5.93171331e-001	
9.52937676e+000	5.91606070e-001	
1.02100465e+001	5.23109651e-001	
1.08907163e+001	3.60514223e-001	
1.15713861e+001	3.10991667e-001	
1.22520558e+001	3.32395078e-001	
1.29327256e+001	3.92561600e-001	
1.36133954e+001	5.62134388e-001	
1.42940651e+001	8.73723863e-001	
1.49747349e+001	1.03750245e+000	
1.56554047e+001	1.04118552e+000	
1.63360745e+001	1.04212988e+000	
1.70167442e+001	1.04159548e+000	
1.76974140e+001	1.03722058e+000	
1.83780838e+001	8.87678826e-001	
1.90587535e+001	5.91174584e-001	
1.97394233e+001	4.75903547e-001	
2.04200931e+001	4.65502107e-001	
2.11007628e+001	5.17612039e-001	
2.17814326e+001	6.88334146e-001	
2.24621024e+001	1.04090819e+000	
2.31427721e+001	1.25608414e+000	
2.38234419e+001	1.26880371e+000	
2.45041117e+001	1.27226447e+000	
2.51847814e+001	1.26961406e+000	
2.58654512e+001	1.26321274e+000	
2.65461210e+001	1.06626028e+000	
2.72267908e+001	7.07315523e-001	
2.79074605e+001	5.65430177e-001	
2.85881303e+001	5.46008520e-001	
2.92688001e+001	5.87219233e-001	
2.99494698e+001	7.46129456e-001	
3.06301396e+001	1.12551751e+000	
3.13108094e+001	1.35729123e+000	
3.19914791e+001	1.37232036e+000	
3.26721489e+001	1.37298586e+000	
3.33528187e+001	1.36996337e+000	
3.40334884e+001	1.35502762e+000	
3.47141582e+001	1.12187992e+000	
3.53948280e+001	7.70376124e-001	
3.60754978e+001	6.16810409e-001	
3.67561675e+001	5.85910456e-001	
3.74368373e+001	6.35155344e-001	
3.81175071e+001	7.79685471e-001	
3.87981768e+001	1.15211884e+000	
3.94788466e+001	1.40571612e+000	
4.01595164e+001	1.43092966e+000	
4.08401861e+001	1.43641671e+000	
4.15208559e+001	1.43384902e+000	
4.22015257e+001	1.41309806e+000	
4.28821954e+001	1.17234340e+000	
4.35628652e+001	8.02289100e-001	
4.42435350e+001	6.45066067e-001	
4.49242047e+001	6.16456342e-001	
4.56048745e+001	6.56026261e-001	
4.62855443e+001	8.24453587e-001	
4.69662141e+001	1.19738396e+000	
4.76468838e+001	1.45647550e+000	
4.83275536e+001	1.48498272e+000	
4.90082234e+001	1.49239029e+000	
4.96888931e+001	1.48716069e+000	
5.03695629e+001	1.45853763e+000	
5.10502327e+001	1.21641993e+000	
5.17309024e+001	8.34510910e-001	
5.24115722e+001	6.81652185e-001	
5.30922420e+001	6.47834017e-001	
5.37729117e+001	6.88330470e-001	
5.44535815e+001	8.46791960e-001	
5.51342513e+001	1.24152158e+000	
5.58149210e+001	1.50696319e+000	
5.64955908e+001	1.54201654e+000	
5.71762606e+001	1.54867538e+000	
5.78569304e+001	1.54189629e+000	
5.85376001e+001	1.51018987e+000	
5.92182699e+001	1.25269126e+000	
5.98989397e+001	8.70598269e-001	
6.05796094e+001	7.26813190e-001	
6.12602792e+001	6.82028410e-001	
6.19409490e+001	7.24030687e-001	
6.26216187e+001	8.96592782e-001	
6.33022885e+001	1.27170420e+000	
6.39829583e+001	1.54735446e+000	
6.46636280e+001	1.59188680e+000	
6.53442978e+001	1.60313546e+000	
6.60249676e+001	1.59689996e+000	
6.67056373e+001	1.55466009e+000	
6.73863071e+001	1.28787687e+000	
6.80669769e+001	9.02889380e-001	
6.87476467e+001	7.54517542e-001	
6.94283164e+001	7.16397193e-001	
7.01089862e+001	7.64853402e-001	
7.07896560e+001	9.28920747e-001	
7.14703257e+001	1.30841506e+000	
7.21509955e+001	1.58414553e+000	
7.28316653e+001	1.64007874e+000	
7.35123350e+001	1.65451624e+000	
7.41930048e+001	1.64414015e+000	
7.48736746e+001	1.58972081e+000	
7.55543443e+001	1.32378187e+000	
7.62350141e+001	9.26910596e-001	
7.69156839e+001	7.59217745e-001	
7.75963537e+001	7.17559305e-001	
7.82770234e+001	7.46545127e-001	
7.89576932e+001	8.94962329e-001	
7.96383630e+001	1.28391876e+000	
8.03190327e+001	1.54228358e+000	
8.09997025e+001	1.58660907e+000	
8.16803723e+001	1.59523394e+000	
8.23610420e+001	1.58274510e+000	
8.30417118e+001	1.54492851e+000	
8.37223816e+001	1.26103943e+000	
8.44030513e+001	8.83917556e-001	
8.50837211e+001	7.19980137e-001	
8.57643909e+001	6.66532093e-001	
8.64450606e+001	7.03801321e-001	
8.71257304e+001	8.54536102e-001	
8.78064002e+001	1.22738229e+000	
8.84870700e+001	1.46878614e+000	
8.91677397e+001	1.50232582e+000	
8.98484095e+001	1.50805474e+000	
9.05290793e+001	1.50482939e+000	
9.12097490e+001	1.46459139e+000	
9.18904188e+001	1.20228083e+000	
9.25710886e+001	8.35483047e-001	
9.32517583e+001	6.48162872e-001	
9.39324281e+001	6.04805536e-001	
9.46130979e+001	6.29196360e-001	
9.52937676e+001	7.84500126e-001	
9.59744374e+001	1.14351574e+000	
9.66551072e+001	1.36798790e+000	
9.73357769e+001	1.39060330e+000	
9.80164467e+001	1.39360198e+000	
9.86971165e+001	1.38983538e+000	
9.93777863e+001	1.37207065e+000	
1.00058456e+002	1.13975859e+000	
1.00739126e+002	7.41734195e-001	
1.01419796e+002	5.82722897e-001	
1.02100465e+002	5.12413729e-001	
1.02781135e+002	5.36754380e-001	
1.03461805e+002	6.62513724e-001	
1.04142475e+002	9.77453731e-001	
1.04823144e+002	1.14159905e+000	
1.05503814e+002	1.15008895e+000	
1.06184484e+002	1.15082989e+000	
1.06865154e+002	1.14893025e+000	
1.07545823e+002	1.14219659e+000	
1.08226493e+002	9.47307320e-001	
1.08907163e+002	5.76245698e-001	
1.09587833e+002	4.08887601e-001	
1.10268503e+002	3.06933689e-001	
1.10949172e+002	2.62886271e-001	
1.11629842e+002	2.64398814e-001	
1.12310512e+002	3.41585950e-001	
1.12991182e+002	3.81266686e-001	
